timestamp,source_ip,destination_ip,action,severity
2024-06-01T21:44:55,82.234.94.111,63.116.114.37,DENY,Low
2024-06-21T00:09:13,30.31.215.148,190.55.175.5,DENY,High
2024-05-03T09:17:13,183.113.132.101,141.18.158.235,DENY,Low
2024-11-14T17:07:58,30.209.73.17,205.197.244.188,ALLOW,Medium
2024-10-14T23:21:48,157.96.32.240,168.117.176.14,ALLOW,Medium
2024-07-14T23:21:50,5.223.199.135,167.14.191.171,ALLOW,Medium
2024-02-21T21:58:22,80.183.112.16,160.77.117.197,ALLOW,Low
2024-03-26T15:55:56,123.177.80.113,200.221.155.138,DENY,Low
2024-04-29T21:14:06,55.207.31.156,176.33.137.245,ALLOW,Low
2024-06-20T00:09:59,101.191.103.80,172.7.46.3,DENY,Medium
2024-06-24T17:01:34,6.101.100.71,64.252.119.237,DENY,Low
2024-11-26T16:43:58,98.31.59.72,72.178.147.43,DENY,Medium
2024-01-18T14:39:18,145.156.220.20,28.172.74.158,ALLOW,Low
2024-02-28T11:01:47,112.240.188.240,170.152.93.8,DENY,Low
2024-01-24T14:55:12,223.182.78.110,50.60.200.89,DENY,Medium
2024-07-02T20:59:33,128.207.153.153,27.210.8.110,ALLOW,Low
2024-01-15T13:06:36,129.48.169.20,100.204.77.36,DENY,Low
2024-03-08T22:59:21,5.205.227.226,196.224.147.111,DENY,Low
2024-05-15T00:51:46,206.15.98.54,59.132.172.214,DENY,Medium
2024-10-28T08:56:40,51.175.107.83,96.42.204.97,ALLOW,Medium
2024-05-02T21:26:58,199.235.152.56,4.215.92.177,ALLOW,Low
2024-04-25T07:06:25,120.220.156.66,104.238.237.209,ALLOW,High
2024-07-09T05:30:13,87.246.126.76,26.109.104.197,ALLOW,Low
2024-11-21T14:11:49,63.58.179.7,143.66.63.247,DENY,Low
2024-09-26T20:48:11,173.202.85.201,157.147.216.6,DENY,Low
2024-10-08T08:35:47,121.167.142.178,99.109.65.162,ALLOW,Low
2024-08-16T23:42:16,46.148.203.97,217.203.175.154,DENY,Low
2024-02-18T15:07:48,159.103.155.20,71.113.38.173,DENY,Low
2024-10-20T20:11:39,212.160.193.65,211.26.59.89,ALLOW,Low
2024-07-07T00:39:08,15.112.233.227,109.80.153.214,DENY,Medium
2024-04-23T18:15:40,70.88.253.228,50.151.174.196,DENY,Low
2024-04-18T15:27:58,35.251.241.215,52.249.107.103,ALLOW,Low
2024-03-08T22:50:03,183.225.78.238,137.210.246.155,DENY,High
2024-07-04T20:35:19,202.68.191.47,180.163.243.44,ALLOW,Medium
2024-10-23T16:09:38,4.23.168.95,38.59.248.81,DENY,Low
2024-11-06T17:11:27,129.62.92.223,128.210.108.158,DENY,Low
2024-01-28T05:46:03,96.91.29.167,65.85.173.60,DENY,Low
2024-08-01T03:50:28,171.218.46.36,46.83.7.47,DENY,Medium
2024-05-08T17:46:44,24.26.60.175,155.16.89.238,DENY,Medium
2024-11-15T21:04:34,96.230.162.199,30.57.125.229,ALLOW,Low
2024-05-01T13:21:26,162.250.89.69,114.131.12.38,ALLOW,Low
2024-05-10T15:57:02,182.221.199.103,213.0.65.102,ALLOW,High
2024-01-03T11:52:39,60.230.148.232,81.220.143.71,DENY,Low
2024-01-04T18:38:25,54.73.73.195,1.101.48.112,DENY,Low
2024-07-22T09:34:31,97.59.162.251,34.44.244.229,ALLOW,Medium
2024-05-22T02:49:41,26.44.187.203,134.137.190.47,ALLOW,Medium
2024-04-08T03:45:09,148.145.141.36,185.124.208.96,ALLOW,Medium
2024-02-22T07:37:47,56.151.201.12,217.42.84.189,ALLOW,Medium
2024-05-14T08:08:54,110.86.8.213,4.48.113.118,DENY,Medium
2024-03-21T09:10:25,188.141.145.92,21.23.254.202,ALLOW,Medium
2024-09-05T00:21:43,57.68.3.251,183.231.189.196,DENY,High
2024-05-01T15:31:12,197.8.132.236,107.167.53.54,ALLOW,Low
2024-07-08T07:41:54,45.224.228.102,161.143.121.122,ALLOW,Medium
2024-11-25T12:29:38,184.124.63.41,129.68.34.39,DENY,Medium
2024-03-13T04:35:13,88.99.75.216,173.186.143.70,ALLOW,Medium
2024-07-15T01:11:01,195.127.232.245,67.22.24.95,ALLOW,Low
2024-09-18T17:33:48,152.180.150.27,144.122.227.197,ALLOW,High
2024-03-12T18:51:15,172.167.82.118,165.128.168.179,DENY,Low
2024-07-12T20:13:51,194.220.82.155,213.23.72.179,DENY,Medium
2024-01-16T07:10:47,58.123.92.201,53.4.205.190,DENY,Low
2024-07-16T15:08:05,82.238.95.55,121.44.72.152,ALLOW,Low
2024-08-06T00:23:10,147.45.140.178,149.171.30.160,DENY,Low
2024-10-03T00:03:27,28.80.179.99,95.35.82.23,DENY,Low
2024-02-10T12:33:23,160.118.76.132,215.76.172.1,DENY,Low
2024-09-03T16:21:21,106.204.29.18,31.85.190.252,ALLOW,Low
2024-11-12T13:13:51,31.233.184.183,37.154.143.221,DENY,Low
2024-10-15T17:54:43,122.234.76.166,153.245.146.123,ALLOW,Low
2024-10-17T10:07:16,25.233.186.133,116.118.117.78,DENY,Medium
2024-11-02T21:00:32,9.90.201.10,151.66.23.120,DENY,Low
2024-02-02T03:45:44,205.225.249.28,2.67.12.42,ALLOW,Medium
2024-11-30T08:14:07,180.141.81.154,138.78.56.48,ALLOW,Medium
2024-07-06T11:38:54,117.107.5.18,37.56.179.191,ALLOW,Low
2024-10-12T19:34:38,68.236.0.90,188.51.195.195,ALLOW,Low
2024-02-09T08:51:54,16.109.2.233,99.73.94.109,ALLOW,Medium
2024-07-16T02:50:42,164.43.216.114,149.69.247.193,ALLOW,Low
2024-02-04T22:18:05,156.238.176.192,192.242.92.61,DENY,High
2024-02-13T03:12:40,194.27.218.219,179.226.51.231,ALLOW,Low
2024-01-04T20:15:44,133.49.166.53,131.173.101.155,DENY,Low
2024-02-14T22:53:07,184.245.214.13,166.7.117.185,DENY,Medium
2024-01-09T23:59:06,69.64.23.139,78.20.173.45,DENY,High
2024-02-19T15:09:19,77.118.121.190,200.194.200.76,ALLOW,Low
2024-08-22T19:14:50,131.81.225.188,205.160.249.44,DENY,Low
2024-08-13T02:42:04,214.43.199.80,171.238.245.201,ALLOW,Low
2024-10-09T16:07:46,195.234.40.35,198.54.163.8,ALLOW,Low
2024-01-12T15:34:43,121.41.179.90,176.138.248.73,DENY,Low
2024-08-05T04:59:56,130.127.215.115,7.30.110.5,ALLOW,Low
2024-09-01T15:52:41,27.16.54.74,15.113.201.248,ALLOW,Low
2024-05-09T10:59:30,205.214.103.123,120.229.158.190,DENY,Low
2024-05-20T01:22:59,69.124.167.4,40.255.143.52,ALLOW,Low
2024-09-14T03:44:43,89.154.76.255,186.244.242.54,ALLOW,Low
2024-05-31T08:43:30,103.53.60.0,52.118.119.66,DENY,High
2024-04-16T10:11:06,222.158.220.200,218.86.160.233,DENY,Medium
2024-03-09T00:07:17,105.29.40.174,35.80.86.228,DENY,High
2024-08-29T08:54:25,148.213.129.182,211.141.80.127,DENY,Low
2024-08-16T23:26:28,137.239.181.130,136.95.231.54,ALLOW,Medium
2024-04-08T10:33:27,155.20.250.174,189.2.89.61,ALLOW,Low
2024-06-08T22:02:46,39.185.131.12,48.116.191.58,DENY,Medium
2024-09-14T21:46:43,179.47.69.61,38.129.48.154,DENY,Low
2024-11-11T15:10:54,162.217.137.167,80.233.176.72,ALLOW,Low
2024-01-01T06:51:48,141.243.251.202,60.219.101.116,ALLOW,Medium
2024-09-18T05:57:46,91.210.3.18,109.196.78.165,DENY,Medium
2024-11-09T19:05:31,139.32.246.143,40.6.211.166,DENY,High
2024-09-27T13:29:54,53.7.125.220,74.212.85.167,DENY,Low
2024-03-05T13:07:17,15.115.160.26,31.113.79.91,ALLOW,Low
2024-11-22T19:51:38,153.75.121.212,43.207.154.232,ALLOW,Low
2024-10-03T05:40:16,216.253.78.96,112.128.252.146,DENY,Low
2024-10-18T17:50:14,120.78.56.66,152.125.93.180,DENY,High
2024-05-28T01:53:23,82.63.220.75,117.73.209.230,ALLOW,Low
2024-11-11T14:07:48,72.170.154.56,51.89.113.89,ALLOW,Low
2024-06-24T23:59:13,49.103.72.147,90.7.19.41,ALLOW,Low
2024-01-16T12:43:21,89.172.61.185,89.133.140.94,ALLOW,Low
2024-11-21T11:16:54,163.40.79.242,82.208.152.125,DENY,Low
2024-09-18T15:16:20,25.160.200.66,33.117.12.31,ALLOW,Medium
2024-02-12T16:34:53,60.44.109.188,64.46.255.164,ALLOW,Low
2024-03-27T04:31:41,122.61.103.41,49.88.226.10,ALLOW,Medium
2024-09-22T15:50:27,223.136.110.138,163.57.246.173,ALLOW,Low
2024-08-18T01:50:33,39.126.127.44,223.172.177.188,DENY,Low
2024-09-10T18:43:22,41.18.160.229,53.159.239.158,DENY,Medium
2024-03-09T19:55:25,18.231.113.211,56.130.90.16,ALLOW,Medium
2024-09-26T07:06:12,102.51.235.145,165.249.166.242,DENY,Medium
2024-09-13T19:59:44,157.209.141.120,36.112.149.134,ALLOW,Low
2024-03-28T23:22:23,20.53.151.97,156.80.78.14,DENY,Low
2024-06-10T08:55:03,54.54.117.135,146.5.253.15,DENY,High
2024-09-01T15:56:40,187.44.179.15,217.90.35.57,DENY,Low
2024-04-11T22:28:03,3.33.235.70,120.155.178.174,ALLOW,High
2024-07-10T22:00:59,18.186.96.32,36.219.13.121,DENY,Low
2024-09-25T09:17:21,8.88.204.148,174.242.147.113,DENY,Low
2024-07-05T18:52:45,215.16.194.190,118.251.235.244,DENY,Medium
2024-10-26T05:12:09,210.129.69.47,147.65.80.105,ALLOW,Low
2024-02-14T06:14:54,197.138.213.209,149.44.71.228,DENY,Low
2024-09-11T09:09:04,158.70.76.116,140.228.25.25,DENY,Low
2024-08-26T17:31:27,82.171.0.60,190.161.76.182,ALLOW,Medium
2024-09-27T17:14:18,142.126.72.211,181.177.183.250,ALLOW,Low
2024-09-12T19:08:50,91.207.0.182,64.80.177.2,ALLOW,High
2024-03-29T07:24:49,26.47.145.43,166.164.3.107,DENY,Low
2024-04-04T15:29:45,20.167.47.10,16.223.99.222,DENY,Low
2024-11-08T09:00:20,112.239.32.231,178.59.162.174,DENY,Low
2024-06-11T12:14:09,72.111.182.78,218.202.168.58,ALLOW,Low
2024-10-11T13:24:19,33.249.92.14,82.171.120.116,ALLOW,Low
2024-05-07T03:16:00,97.205.129.248,216.134.66.124,ALLOW,Low
2024-03-08T08:07:14,79.13.254.37,176.52.31.147,ALLOW,Low
2024-03-19T10:16:46,44.220.185.120,140.22.61.16,ALLOW,Low
2024-05-06T12:35:04,138.0.187.59,59.233.212.40,DENY,Low
2024-02-09T13:47:17,213.126.176.36,16.105.35.248,ALLOW,Medium
2024-03-04T23:04:38,12.56.208.249,192.17.19.68,ALLOW,Low
2024-08-01T05:21:18,196.130.150.16,119.242.75.15,ALLOW,Low
2024-10-14T04:36:35,182.32.165.140,85.205.201.11,DENY,Medium
2024-08-28T17:34:07,107.153.161.107,50.5.70.96,ALLOW,Low
2024-06-11T08:12:14,197.58.68.207,36.175.205.25,ALLOW,Medium
2024-01-30T09:45:07,161.40.230.191,122.207.1.45,DENY,Low
2024-06-23T03:15:31,70.246.99.160,121.140.136.128,ALLOW,Low
2024-07-23T13:45:53,198.87.92.12,66.80.229.38,DENY,Medium
2024-11-08T09:38:46,223.204.211.100,70.78.140.15,ALLOW,Low
2024-08-20T01:28:35,82.239.244.113,32.248.115.175,DENY,Medium
2024-01-02T22:28:44,7.80.192.150,165.8.36.158,DENY,Medium
2024-05-16T13:34:36,190.78.251.199,163.49.107.194,ALLOW,Medium
2024-06-11T13:13:51,162.13.28.86,196.21.2.107,ALLOW,Medium
2024-10-21T16:28:44,22.115.134.161,104.159.110.153,ALLOW,Low
2024-11-28T14:50:36,217.56.80.150,194.198.147.75,DENY,Low
2024-09-02T09:36:05,96.23.188.68,61.92.33.84,DENY,Low
2024-08-31T07:04:45,94.72.78.157,28.56.233.186,ALLOW,Medium
2024-06-02T20:08:35,16.113.10.9,76.219.242.176,DENY,Low
2024-07-22T23:56:23,202.94.92.129,65.244.49.184,ALLOW,Low
2024-05-30T00:06:41,195.180.246.35,157.132.116.51,ALLOW,Medium
2024-10-13T21:42:54,19.229.77.25,129.58.51.61,DENY,Low
2024-01-24T15:22:23,25.114.253.149,180.168.103.240,ALLOW,Low
2024-05-16T13:40:33,169.115.150.66,167.33.186.251,DENY,Low
2024-05-29T22:23:32,94.212.28.111,154.128.87.128,ALLOW,Low
2024-08-31T21:52:16,223.27.77.139,142.46.88.193,ALLOW,Low
2024-07-29T20:23:49,64.22.124.116,66.27.255.78,DENY,Low
2024-06-01T01:16:08,121.8.139.111,30.188.63.96,DENY,Low
2024-05-30T20:13:06,177.120.95.164,177.100.13.114,ALLOW,Medium
2024-01-04T06:22:58,62.114.46.196,199.252.184.148,DENY,Medium
2024-06-09T12:10:10,188.221.9.150,153.39.208.111,DENY,Low
2024-10-09T23:35:15,10.126.216.148,170.70.43.50,ALLOW,Low
2024-03-31T21:22:31,16.250.241.13,161.251.166.50,ALLOW,Low
2024-10-02T09:07:03,136.8.205.92,184.42.235.109,ALLOW,Medium
2024-10-31T07:37:23,93.178.27.141,129.163.203.197,ALLOW,Low
2024-10-15T07:46:55,64.47.89.109,65.188.74.232,ALLOW,Low
2024-06-04T15:16:07,160.252.37.202,96.24.207.241,DENY,Low
2024-07-21T00:57:23,91.48.245.224,135.197.64.93,DENY,Low
2024-09-14T13:25:47,179.102.86.74,164.115.162.248,ALLOW,High
2024-03-23T17:22:11,99.112.243.135,123.91.241.3,DENY,Low
2024-05-03T20:24:54,90.193.107.124,158.85.30.97,DENY,High
2024-05-20T08:19:28,63.48.228.240,51.120.236.29,ALLOW,Medium
2024-01-24T00:46:18,33.20.183.137,213.44.138.133,ALLOW,Medium
2024-02-05T17:43:12,211.80.151.248,143.156.21.242,DENY,Low
2024-08-09T16:30:30,75.232.21.154,194.85.227.9,ALLOW,Low
2024-07-27T15:34:05,122.57.157.38,11.208.153.15,ALLOW,Low
2024-08-11T15:24:26,222.93.190.6,65.201.40.174,ALLOW,Medium
2024-03-13T07:45:24,182.12.156.69,78.10.18.147,ALLOW,Medium
2024-06-20T04:52:05,215.119.189.116,145.23.119.189,DENY,Medium
2024-10-10T21:46:58,199.126.239.223,11.44.129.122,ALLOW,Medium
2024-10-23T23:30:18,136.32.63.41,144.201.174.255,DENY,Medium
2024-05-01T16:15:33,159.205.44.246,48.131.218.128,DENY,Medium
2024-11-26T11:57:14,155.158.154.225,77.87.22.86,ALLOW,Medium
2024-06-03T09:35:55,59.199.153.251,26.185.62.61,DENY,Medium
2024-01-03T10:22:15,83.193.252.59,32.187.6.64,ALLOW,Medium
2024-02-09T09:12:27,153.100.184.191,172.11.113.93,ALLOW,Low
2024-05-29T03:41:53,135.104.232.136,159.255.54.34,DENY,Medium
2024-09-21T11:18:43,194.41.192.253,101.3.125.221,DENY,Low
2024-05-19T13:46:50,209.44.32.124,111.227.119.182,DENY,Medium
2024-09-19T15:19:09,180.62.115.163,178.232.91.100,DENY,Medium
2024-06-12T03:18:42,72.219.120.214,192.101.164.220,ALLOW,Medium
2024-04-11T13:22:27,148.126.63.79,183.202.233.74,ALLOW,Low
2024-04-09T09:13:26,162.14.26.116,189.123.247.115,DENY,Medium
2024-05-19T10:22:56,175.34.57.241,160.99.60.39,DENY,Medium
2024-09-01T09:03:15,54.215.19.143,136.79.150.114,ALLOW,Low
2024-05-08T10:21:07,130.75.246.80,47.167.186.39,DENY,Medium
2024-11-23T03:01:44,112.25.122.200,198.99.166.198,DENY,Medium
2024-06-19T09:11:34,174.138.170.186,192.162.254.190,ALLOW,Medium
2024-08-04T06:26:03,86.132.157.167,220.32.104.193,DENY,Low
2024-10-04T03:13:37,110.137.21.252,193.212.243.14,DENY,Low
2024-06-12T18:53:48,47.104.255.151,134.151.12.128,DENY,Medium
2024-01-27T15:46:16,110.110.73.181,83.29.77.250,DENY,Medium
2024-10-04T00:20:34,104.76.208.26,143.181.146.1,ALLOW,Low
2024-09-14T20:14:28,15.144.245.131,58.163.194.193,DENY,Low
2024-09-13T05:54:05,71.237.107.239,192.103.5.29,ALLOW,High
2024-07-19T13:19:43,117.168.55.194,191.254.246.17,DENY,Medium
2024-01-23T03:55:09,11.48.225.27,204.9.70.3,ALLOW,High
2024-01-06T15:51:11,131.174.125.234,160.88.207.143,ALLOW,Low
2024-08-15T14:07:45,124.212.152.162,180.16.125.140,DENY,Low
2024-03-02T04:33:54,139.159.50.187,78.80.35.181,ALLOW,Medium
2024-03-13T18:16:02,134.185.95.234,120.79.105.176,DENY,Low
2024-04-03T15:44:10,148.204.252.211,216.102.63.78,DENY,Low
2024-10-15T18:58:46,183.152.192.102,36.133.147.194,ALLOW,Low
2024-10-05T19:07:14,90.25.51.96,170.204.219.91,ALLOW,Low
2024-07-28T08:17:00,196.138.174.138,74.8.206.45,ALLOW,High
2024-09-30T23:03:15,176.37.247.125,36.173.232.128,DENY,Medium
2024-04-10T03:54:46,21.218.228.51,204.219.92.244,ALLOW,Low
2024-09-04T08:51:06,175.93.201.104,126.31.25.194,ALLOW,High
2024-08-17T09:06:45,104.65.109.22,170.111.222.249,ALLOW,Medium
2024-10-20T02:32:31,190.80.203.76,130.129.197.20,ALLOW,Low
2024-11-23T09:59:09,211.94.114.25,186.22.27.231,ALLOW,High
2024-05-02T18:42:12,18.10.224.81,142.113.255.162,ALLOW,Medium
2024-01-30T09:40:27,33.41.59.230,147.243.207.33,ALLOW,High
2024-02-22T17:29:20,58.197.164.196,111.71.83.15,ALLOW,Medium
2024-05-22T18:29:48,94.75.243.162,6.24.131.188,ALLOW,Low
2024-03-07T13:19:16,4.115.193.200,176.5.220.125,DENY,Low
2024-08-20T14:55:09,16.146.233.7,206.158.4.65,ALLOW,Low
2024-07-05T08:29:56,213.77.120.117,131.126.45.194,ALLOW,Low
2024-01-13T09:45:14,162.106.13.218,36.102.189.246,ALLOW,Low
2024-05-12T09:31:29,142.209.220.96,220.130.133.18,DENY,Low
2024-11-26T14:18:43,121.144.156.109,33.175.96.140,ALLOW,Low
2024-05-14T04:01:31,176.79.40.34,67.122.86.52,DENY,High
2024-03-25T03:32:39,154.74.227.98,85.143.243.182,DENY,Medium
2024-09-23T20:55:52,112.112.112.43,29.180.147.28,ALLOW,Medium
2024-10-19T20:05:00,26.154.174.116,183.13.90.34,DENY,Medium
2024-08-11T05:44:35,101.61.190.162,165.65.118.1,ALLOW,Low
2024-06-27T19:22:33,82.85.117.140,115.35.85.106,ALLOW,High
